OpenDate,FirstName,LastName,Gender,PreviousCancellations,YearsAsCustomer,CustomerApproved,AppointmentDate,AppointmentSlot,EngineerKey,TaskCategory,Maintenance,FixDescription,CustomerAge,PastVisits,Result
9/15/16,Lesli,Phenix,Female,0,1-3 Years,FALSE,10/3/16,10:00 AM - 12:00 PM,1234484,Disconnect,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Herbert,Updike,Male,0,1-3 Years,TRUE,9/29/16,12:00 PM - 02:00 PM,1234493,Disconnect,Premise maintenance with customer,N/A,20 to 30,2,1
9/16/16,Randall,Criddle,Male,0,3-5 Years,FALSE,9/18/16,10:00 AM - 12:00 PM,1234495,New Install,Premise maintenance with customer,N/A,60 to 70,1,0
9/18/16,Harley,Drost,Male,1,0-1 Years,FALSE,9/23/16,04:00 PM - 06:00 PM,1234498,New Install,Premise maintenance with customer,N/A,30 to 40,1,0
9/14/16,Aurora,Luis,Female,0,1-3 Years,FALSE,9/26/16,,1234475,Break Fix,Premise maintenance with customer,Router no power,50 to 60,2,0
9/18/16,Luther,Ector,Male,0,Over 5 Years,TRUE,9/22/16,,1234481,Break Fix,Premise maintenance with customer,Router no led,70 to 80,1,0
9/15/16,Argentina,Mariano,Female,1,3-5 Years,TRUE,10/2/16,02:00 PM - 04:00 PM,1234485,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/13/16,Elroy,Zhao,Male,0,1-3 Years,FALSE,9/20/16,10:00 AM - 12:00 PM,1234475,Business SLA,Premise maintenance with customer,N/A,50 to 60,2,0
9/14/16,Ha,Guyette,Female,0,0-1 Years,TRUE,9/30/16,10:00 AM - 12:00 PM,1234475,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/16/16,Theodore,Gatling,Male,0,1-3 Years,FALSE,9/30/16,04:00 PM - 06:00 PM,1234480,Break Fix,Premise maintenance with customer,Router no wire,70 to 80,2,1
9/16/16,Karan,Belli,Female,1,1-3 Years,FALSE,9/21/16,04:00 PM - 06:00 PM,1234485,Break Fix,Premise maintenance with customer,TV box broken,60 to 70,1,0
9/15/16,Maida,Warthen,Female,1,1-3 Years,FALSE,10/3/16,10:00 AM - 12:00 PM,1234497,Break Fix,Premise maintenance with customer,Router no power,40 to 50,1,1
9/16/16,Kareem,Vonruden,,0,1-3 Years,TRUE,9/29/16,12:00 PM - 02:00 PM,1234477,Break Fix,Premise maintenance with customer,Router no power,70 to 80,4,0
9/14/16,Jadwiga,Oliphant,Female,0,Over 5 Years,TRUE,10/1/16,08:00 AM - 10:00 AM,1234482,Business SLA,Premise maintenance with customer,N/A,70 to 80,3,1
9/18/16,Gil,Kujawa,Male,2,3-5 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234492,Break Fix,Premise maintenance with customer,Router no led,50 to 60,4,1
9/14/16,Steven,Wyble,Male,0,0-1 Years,FALSE,10/2/16,10:00 AM - 12:00 PM,1234495,Break Fix,Premise maintenance with customer,Router no wire,20 to 30,3,1
9/18/16,Exie,Rupert,Female,0,3-5 Years,TRUE,9/17/16,10:00 AM - 12:00 PM,1234497,New Install,Premise maintenance with customer,N/A,30 to 40,1,0
9/16/16,Andres,Wareham,Male,1,3-5 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234499,New Install,Premise maintenance with customer,N/A,60 to 70,1,0
9/16/16,Hayden,Mcfarland,Male,1,Over 5 Years,TRUE,10/3/16,02:00 PM - 04:00 PM,1234494,Break Fix,Premise maintenance with customer,TV box smoke,30 to 40,0,1
9/13/16,Malcolm,Tseng,Male,0,1-3 Years,TRUE,9/21/16,04:00 PM - 06:00 PM,1234489,Disconnect,Premise maintenance with customer,N/A,50 to 60,1,0
9/17/16,Norman,Karl,Male,0,1-3 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234490,Break Fix,Premise maintenance with customer,TV box no remote,20 to 30,4,1
9/13/16,Brett,Fregoe,Male,0,1-3 Years,TRUE,9/18/16,,1234482,New Install,Premise maintenance with customer,N/A,20 to 30,1,0
9/18/16,Georgiann,Knotts,Female,0,1-3 Years,FALSE,10/5/16,02:00 PM - 04:00 PM,1234482,New Install,Premise maintenance with customer,N/A,20 to 30,3,1
9/13/16,Francis,Bellomy,Male,0,3-5 Years,FALSE,9/23/16,08:00 AM - 10:00 AM,1234488,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/17/16,Joseph,Sandlin,Male,0,3-5 Years,FALSE,10/1/16,,1234494,Disconnect,Premise maintenance with customer,N/A,30 to 40,3,0
9/13/16,Echo,Swoope,Female,0,1-3 Years,TRUE,10/2/16,,1234488,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,3,0
9/12/16,Ronny,Hanlon,Male,1,0-1 Years,TRUE,9/28/16,12:00 PM - 02:00 PM,1234497,Break Fix,Premise maintenance with customer,Router no wire,30 to 40,0,0
9/16/16,Suanne,Matte,,0,1-3 Years,FALSE,9/17/16,12:00 PM - 02:00 PM,1234496,Break Fix,Premise maintenance with customer,Router no led,30 to 40,0,0
9/14/16,Tereasa,Linquist,Female,0,1-3 Years,FALSE,9/28/16,10:00 AM - 12:00 PM,1234488,Break Fix,Premise maintenance with customer,TV box broken,30 to 40,1,0
9/15/16,Florentino,Byer,Male,0,3-5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234491,Disconnect,Premise maintenance with customer,N/A,50 to 60,0,1
9/17/16,Wilfred,Worster,Male,0,1-3 Years,FALSE,9/28/16,,1234492,Break Fix,Premise maintenance with customer,Phone no power,70 to 80,4,1
9/15/16,Griselda,Mccalister,Female,0,0-1 Years,FALSE,10/5/16,,1234478,Business SLA,Premise maintenance with customer,N/A,60 to 70,0,1
9/12/16,Kathrin,Figeroa,Female,0,0-1 Years,TRUE,9/29/16,,1234483,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/18/16,Chelsea,Womack,Female,0,1-3 Years,FALSE,9/28/16,04:00 PM - 06:00 PM,1234477,New Install,Premise maintenance with customer,N/A,50 to 60,0,0
9/15/16,Lamont,Penley,Male,1,1-3 Years,TRUE,9/20/16,02:00 PM - 04:00 PM,1234480,Business SLA,Premise maintenance with customer,N/A,60 to 70,2,0
9/12/16,Crystle,Tsao,Female,0,3-5 Years,TRUE,10/1/16,10:00 AM - 12:00 PM,1234492,New Install,Premise maintenance with customer,N/A,10 to 20,3,0
9/13/16,Corey,Nathanson,,0,1-3 Years,TRUE,9/22/16,02:00 PM - 04:00 PM,1234479,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,0,0
9/12/16,Adrienne,Westlund,Female,3+,3-5 Years,FALSE,9/27/16,12:00 PM - 02:00 PM,1234488,New Install,Premise maintenance with customer,N/A,30 to 40,0,1
9/15/16,Georgiana,Mcgaha,Female,0,Over 5 Years,FALSE,9/14/16,02:00 PM - 04:00 PM,1234479,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/18/16,Corinna,Natividad,Female,0,0-1 Years,FALSE,9/27/16,10:00 AM - 12:00 PM,1234492,Disconnect,Premise maintenance with customer,N/A,50 to 60,1,1
9/14/16,Katharyn,Brodeur,Female,0,1-3 Years,FALSE,9/25/16,08:00 AM - 10:00 AM,1234490,Break Fix,Premise maintenance with customer,Phone broken,40 to 50,1,1
9/17/16,Francesca,Coplan,Female,0,3-5 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234494,Disconnect,Premise maintenance with customer,N/A,40 to 50,1,1
9/13/16,Verena,Fulghum,,0,3-5 Years,FALSE,10/3/16,12:00 PM - 02:00 PM,1234481,New Install,Premise maintenance with customer,N/A,20 to 30,2,0
9/15/16,Claud,Suydam,Male,0,0-1 Years,FALSE,10/2/16,12:00 PM - 02:00 PM,1234493,Break Fix,Premise maintenance with customer,TV box frozen,40 to 50,2,1
9/13/16,Obdulia,Gazaway,Female,0,1-3 Years,FALSE,9/15/16,,1234488,Disconnect,Premise maintenance with customer,N/A,70 to 80,2,0
9/12/16,Gavin,Demas,Male,0,3-5 Years,FALSE,9/23/16,02:00 PM - 04:00 PM,1234484,New Install,Premise maintenance with customer,N/A,40 to 50,0,1
9/18/16,Deloris,Zupan,Female,0,1-3 Years,FALSE,10/5/16,,1234490,Break Fix,Premise maintenance with customer,Phone broken,30 to 40,0,0
9/14/16,Jeffrey,Adcox,Male,0,1-3 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234484,Break Fix,Premise maintenance with customer,Router no led,20 to 30,0,1
9/14/16,Maile,Goines,,1,3-5 Years,TRUE,10/2/16,12:00 PM - 02:00 PM,1234499,Break Fix,Premise maintenance with customer,TV box no remote,30 to 40,1,0
9/12/16,Rolf,Roser,Male,1,0-1 Years,TRUE,9/30/16,12:00 PM - 02:00 PM,1234492,Break Fix,Premise maintenance with customer,Router no led,70 to 80,2,1
9/13/16,Eliza,Elwood,Female,0,Over 5 Years,FALSE,9/25/16,08:00 AM - 10:00 AM,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,1,1
9/13/16,Granville,Braun,Male,1,1-3 Years,FALSE,9/15/16,02:00 PM - 04:00 PM,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,2,0
9/14/16,Chastity,Mair,Female,1,1-3 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234476,Disconnect,Premise maintenance with customer,N/A,40 to 50,3,1
9/13/16,Adam,Axford,Male,0,1-3 Years,FALSE,10/1/16,,1234495,Break Fix,Premise maintenance with customer,Phone broken,40 to 50,3,0
9/12/16,Mia,Tillinghast,Female,1,0-1 Years,TRUE,10/6/16,12:00 PM - 02:00 PM,1234484,Break Fix,Premise maintenance with customer,Router no led,50 to 60,0,0
9/15/16,Francina,Hammons,,0,0-1 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234480,New Install,Premise maintenance with customer,N/A,20 to 30,0,0
9/12/16,Efren,Barner,Male,0,0-1 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234488,Break Fix,Premise maintenance with customer,Router no power,50 to 60,0,0
9/13/16,Major,Holzwarth,Male,1,Over 5 Years,FALSE,9/28/16,04:00 PM - 06:00 PM,1234498,New Install,Premise maintenance with customer,N/A,70 to 80,4,1
9/18/16,Scottie,Harvard,Male,0,3-5 Years,TRUE,10/1/16,02:00 PM - 04:00 PM,1234485,New Install,Premise maintenance with customer,N/A,70 to 80,4,0
9/18/16,Tianna,Knutson,Female,2,0-1 Years,FALSE,10/1/16,04:00 PM - 06:00 PM,1234484,Break Fix,Premise maintenance with customer,TV box no time,20 to 30,3,1
9/18/16,Danyelle,Haveman,Female,0,1-3 Years,FALSE,10/1/16,02:00 PM - 04:00 PM,1234490,Break Fix,Premise maintenance with customer,Router no led,20 to 30,4,1
9/15/16,Evelyne,Tindell,Female,1,1-3 Years,FALSE,9/22/16,,1234480,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/12/16,Katheleen,Circle,Female,0,0-1 Years,FALSE,9/29/16,,1234499,Disconnect,Premise maintenance with customer,N/A,50 to 60,0,0
9/16/16,Andree,Gillett,Female,0,3-5 Years,TRUE,10/5/16,10:00 AM - 12:00 PM,1234495,New Install,Premise maintenance with customer,N/A,70 to 80,3,1
9/17/16,Terry,Krahn,Male,1,1-3 Years,FALSE,10/3/16,,1234485,Break Fix,Premise maintenance with customer,TV box broken,40 to 50,4,0
9/17/16,Mariette,Castellanos,,1,3-5 Years,TRUE,10/1/16,08:00 AM - 10:00 AM,1234491,Break Fix,Premise maintenance with customer,Router no led,50 to 60,0,1
9/18/16,Annett,Hanby,Female,1,1-3 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234490,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,4,1
9/16/16,Aurelio,Rameriz,Male,0,1-3 Years,TRUE,10/3/16,04:00 PM - 06:00 PM,1234478,Disconnect,Premise maintenance with customer,N/A,60 to 70,0,1
9/14/16,Murray,Laviolette,,0,Over 5 Years,TRUE,9/24/16,04:00 PM - 06:00 PM,1234498,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/17/16,Grant,Waddy,Male,0,3-5 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234485,Disconnect,Premise maintenance with customer,N/A,60 to 70,0,0
9/16/16,Aleida,Gibney,Female,1,1-3 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234494,Business SLA,Premise maintenance with customer,N/A,20 to 30,0,1
9/16/16,Loni,Seidman,,0,0-1 Years,FALSE,9/26/16,10:00 AM - 12:00 PM,1234475,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,0
9/18/16,Thaddeus,Osterhout,,0,3-5 Years,FALSE,10/1/16,02:00 PM - 04:00 PM,1234480,Break Fix,Premise maintenance with customer,Router no led,20 to 30,3,0
9/12/16,Corinne,Hensler,,1,0-1 Years,FALSE,9/20/16,04:00 PM - 06:00 PM,1234488,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Vita,Pett,,1,0-1 Years,FALSE,9/22/16,04:00 PM - 06:00 PM,1234494,Break Fix,Premise maintenance with customer,Router no power,50 to 60,1,0
9/12/16,Fairy,Voisin,Female,0,1-3 Years,TRUE,9/26/16,04:00 PM - 06:00 PM,1234484,Break Fix,Premise maintenance with customer,Router no power,20 to 30,2,0
9/14/16,Tobi,Thao,,0,0-1 Years,TRUE,9/29/16,08:00 AM - 10:00 AM,1234482,Break Fix,Premise maintenance with customer,Router no power,50 to 60,1,1
9/16/16,Cira,Odegaard,Female,1,3-5 Years,FALSE,9/28/16,04:00 PM - 06:00 PM,1234496,Break Fix,Premise maintenance with customer,TV box broken,60 to 70,0,0
9/17/16,Terrence,Kato,Male,0,3-5 Years,TRUE,9/27/16,04:00 PM - 06:00 PM,1234479,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,2,0
9/14/16,Al,Dipasquale,,0,Over 5 Years,FALSE,9/25/16,10:00 AM - 12:00 PM,1234475,Break Fix,Premise maintenance with customer,Router no power,40 to 50,0,0
9/17/16,Georgette,Hanscom,Female,2,1-3 Years,FALSE,9/18/16,08:00 AM - 10:00 AM,1234477,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/15/16,Corie,Hochmuth,Female,0,0-1 Years,FALSE,10/1/16,08:00 AM - 10:00 AM,1234490,New Install,Premise maintenance with customer,N/A,50 to 60,0,1
9/12/16,Alva,Basso,Male,2,3-5 Years,FALSE,9/13/16,02:00 PM - 04:00 PM,1234488,Business SLA,Premise maintenance with customer,N/A,50 to 60,0,0
9/16/16,Bob,Schnabel,,3+,1-3 Years,TRUE,10/6/16,08:00 AM - 10:00 AM,1234480,Business SLA,Premise maintenance with customer,N/A,10 to 20,2,1
9/12/16,Don,Huth,Male,1,1-3 Years,FALSE,9/26/16,,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Cordell,Sarkis,Male,0,1-3 Years,FALSE,9/19/16,04:00 PM - 06:00 PM,1234487,Break Fix,Premise maintenance with customer,Phone no power,70 to 80,2,0
9/17/16,Loren,Gramlich,Male,0,0-1 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234477,New Install,Premise maintenance with customer,N/A,20 to 30,2,0
9/14/16,Thurman,Muhammad,Male,0,3-5 Years,FALSE,9/27/16,12:00 PM - 02:00 PM,1234497,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/12/16,Kendal,Pua,Female,0,0-1 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234489,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/16/16,Talitha,Umfleet,,1,3-5 Years,FALSE,10/6/16,08:00 AM - 10:00 AM,1234475,New Install,Premise maintenance with customer,N/A,30 to 40,2,0
9/12/16,Assunta,Lemke,Female,1,0-1 Years,TRUE,9/20/16,04:00 PM - 06:00 PM,1234489,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/17/16,Madeline,Falkowski,,0,1-3 Years,TRUE,9/22/16,,1234489,Break Fix,Premise maintenance with customer,Router no led,30 to 40,2,0
9/15/16,Savannah,Huffines,,0,0-1 Years,TRUE,9/17/16,,1234484,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/15/16,Nana,Coca,Female,0,3-5 Years,FALSE,9/19/16,02:00 PM - 04:00 PM,1234481,New Install,Premise maintenance with customer,N/A,50 to 60,0,0
9/12/16,Jamal,Fawcett,Male,0,0-1 Years,FALSE,10/2/16,12:00 PM - 02:00 PM,1234492,Business SLA,Premise maintenance with customer,N/A,30 to 40,2,1
9/13/16,Jack,Melody,Male,0,0-1 Years,TRUE,9/28/16,08:00 AM - 10:00 AM,1234484,Break Fix,Premise maintenance with customer,Router no power,10 to 20,0,0
9/16/16,Lynnette,Boughner,Female,0,0-1 Years,TRUE,10/3/16,08:00 AM - 10:00 AM,1234493,New Install,Premise maintenance with customer,N/A,20 to 30,4,1
9/16/16,Jere,Testerman,Male,0,3-5 Years,FALSE,10/3/16,04:00 PM - 06:00 PM,1234498,Break Fix,Premise maintenance with customer,Router no led,70 to 80,0,1
9/13/16,Jamar,Situ,Male,0,1-3 Years,FALSE,10/1/16,10:00 AM - 12:00 PM,1234476,Break Fix,Premise maintenance with customer,Router no led,20 to 30,0,1
9/15/16,Patricia,Burgard,Male,0,1-3 Years,FALSE,10/1/16,02:00 PM - 04:00 PM,1234479,Business SLA,Premise maintenance with customer,N/A,70 to 80,1,0
9/17/16,Millie,Luckie,Female,0,1-3 Years,FALSE,9/23/16,,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/16/16,Latoya,Stines,Female,1,1-3 Years,FALSE,9/17/16,,1234476,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/15/16,Gavin,Brodsky,Male,0,1-3 Years,FALSE,9/30/16,,1234481,Disconnect,Premise maintenance with customer,N/A,70 to 80,1,0
9/16/16,Doreatha,Topps,Female,1,0-1 Years,TRUE,10/2/16,04:00 PM - 06:00 PM,1234477,New Install,Premise maintenance with customer,N/A,30 to 40,3,1
9/14/16,Louvenia,Skiba,Female,2,1-3 Years,TRUE,9/25/16,,1234493,Business SLA,Premise maintenance with customer,N/A,60 to 70,0,0
9/18/16,Frederica,Spielman,,0,1-3 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234487,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,0,0
9/17/16,Morton,Louie,Male,1,0-1 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234479,New Install,Premise maintenance with customer,N/A,50 to 60,2,1
9/15/16,Eura,Parada,Female,0,Over 5 Years,TRUE,9/29/16,04:00 PM - 06:00 PM,1234481,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/12/16,Williams,Pellegren,Male,0,1-3 Years,TRUE,9/20/16,,1234483,New Install,Premise maintenance with customer,N/A,50 to 60,0,0
9/15/16,Raphael,Bartlett,Male,1,1-3 Years,TRUE,10/4/16,02:00 PM - 04:00 PM,1234486,Break Fix,Premise maintenance with customer,Router no led,50 to 60,1,1
9/12/16,Alverta,Bourgault,,0,Over 5 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234482,New Install,Premise maintenance with customer,N/A,20 to 30,4,1
9/12/16,Nathan,Stumpf,Male,0,1-3 Years,FALSE,9/23/16,02:00 PM - 04:00 PM,1234498,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/13/16,Scot,Mabrey,Male,0,1-3 Years,FALSE,9/28/16,,1234482,New Install,Premise maintenance with customer,N/A,70 to 80,2,1
9/17/16,Curtis,Fulkerson,Male,0,3-5 Years,TRUE,9/29/16,10:00 AM - 12:00 PM,1234494,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/18/16,Antony,Ocampo,Male,0,Over 5 Years,TRUE,9/24/16,04:00 PM - 06:00 PM,1234476,Disconnect,Premise maintenance with customer,N/A,50 to 60,2,0
9/12/16,Perry,Arellano,Male,0,1-3 Years,FALSE,9/25/16,,1234496,Business SLA,Premise maintenance with customer,N/A,30 to 40,2,0
9/15/16,Nerissa,Steinfeldt,,0,1-3 Years,TRUE,10/2/16,08:00 AM - 10:00 AM,1234497,Disconnect,Premise maintenance with customer,N/A,60 to 70,0,0
9/13/16,Jerrell,See,Male,0,0-1 Years,FALSE,9/26/16,10:00 AM - 12:00 PM,1234485,Break Fix,Premise maintenance with customer,Router no wire,70 to 80,0,0
9/18/16,Deon,Dinatale,Male,0,0-1 Years,FALSE,10/4/16,12:00 PM - 02:00 PM,1234495,Disconnect,Premise maintenance with customer,N/A,40 to 50,2,1
9/14/16,Wilburn,Ottley,Male,0,Over 5 Years,TRUE,10/4/16,12:00 PM - 02:00 PM,1234499,Break Fix,Premise maintenance with customer,Router no power,40 to 50,4,0
9/18/16,Noah,Whitcomb,Male,0,1-3 Years,TRUE,9/29/16,02:00 PM - 04:00 PM,1234478,Break Fix,Premise maintenance with customer,TV box frozen,50 to 60,0,1
9/12/16,Savanna,Montz,Female,1,1-3 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234499,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Dina,Kisling,Female,0,1-3 Years,FALSE,10/3/16,04:00 PM - 06:00 PM,1234496,Planned Maintenance,Premise maintenance with customer,N/A,30 to 40,3,1
9/16/16,Un,Rothe,Female,1,0-1 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234486,Disconnect,Premise maintenance with customer,N/A,70 to 80,3,1
9/13/16,Salvador,Lamay,Male,0,0-1 Years,FALSE,9/18/16,,1234477,Business SLA,Premise maintenance with customer,N/A,70 to 80,1,0
9/14/16,Peg,Gupton,Female,0,Over 5 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234492,Break Fix,Premise maintenance with customer,Router no led,40 to 50,0,1
9/15/16,Lael,Vara,Female,0,0-1 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234486,New Install,Premise maintenance with customer,N/A,30 to 40,4,0
9/15/16,Emerson,Sigmon,Male,0,0-1 Years,FALSE,10/1/16,12:00 PM - 02:00 PM,1234492,Disconnect,Premise maintenance with customer,N/A,30 to 40,0,1
9/12/16,Nichole,Mcclanahan,Female,0,1-3 Years,TRUE,10/3/16,12:00 PM - 02:00 PM,1234488,Business SLA,Premise maintenance with customer,N/A,50 to 60,1,0
9/17/16,Tandy,Lisk,,1,1-3 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234482,New Install,Premise maintenance with customer,N/A,70 to 80,1,1
9/14/16,Lakisha,Angevine,Female,0,0-1 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234488,New Install,Premise maintenance with customer,N/A,10 to 20,1,0
9/18/16,Carmina,Fernando,,0,1-3 Years,TRUE,10/1/16,04:00 PM - 06:00 PM,1234485,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,0,0
9/16/16,Huey,Magby,Male,0,1-3 Years,TRUE,9/28/16,08:00 AM - 10:00 AM,1234482,Break Fix,Premise maintenance with customer,Router no wire,40 to 50,1,0
9/15/16,Hollis,Greenbaum,Male,0,Over 5 Years,FALSE,9/16/16,10:00 AM - 12:00 PM,1234485,New Install,Premise maintenance with customer,N/A,10 to 20,2,0
9/14/16,Deloras,Stumbaugh,,0,3-5 Years,FALSE,10/3/16,04:00 PM - 06:00 PM,1234489,New Install,Premise maintenance with customer,N/A,30 to 40,4,0
9/15/16,Ardelle,Lenton,Female,1,1-3 Years,FALSE,9/22/16,02:00 PM - 04:00 PM,1234494,New Install,Premise maintenance with customer,N/A,60 to 70,2,0
9/18/16,Will,Swisher,Male,1,3-5 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234491,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,0,1
9/15/16,Phyliss,Greenawalt,Female,0,1-3 Years,FALSE,9/22/16,10:00 AM - 12:00 PM,1234476,Break Fix,Premise maintenance with customer,TV box smoke,40 to 50,1,0
9/14/16,Bo,Dunklin,Male,1,3-5 Years,TRUE,9/16/16,08:00 AM - 10:00 AM,1234477,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/16/16,Chi,Renn,,0,0-1 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234478,Break Fix,Premise maintenance with customer,TV box smoke,40 to 50,0,1
9/14/16,Marsha,Bou,Female,0,Over 5 Years,FALSE,10/2/16,08:00 AM - 10:00 AM,1234482,Business SLA,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Lashaunda,Brewington,Female,0,0-1 Years,FALSE,9/30/16,02:00 PM - 04:00 PM,1234480,Disconnect,Premise maintenance with customer,N/A,50 to 60,0,0
9/12/16,Trey,Chill,Male,0,0-1 Years,TRUE,9/22/16,12:00 PM - 02:00 PM,1234484,Break Fix,Premise maintenance with customer,Phone no power,70 to 80,0,0
9/14/16,Joseph,Roe,Male,0,1-3 Years,FALSE,10/1/16,10:00 AM - 12:00 PM,1234497,Break Fix,Premise maintenance with customer,Router no power,40 to 50,0,0
9/12/16,Sophie,Folden,Female,0,1-3 Years,FALSE,9/16/16,12:00 PM - 02:00 PM,1234475,Break Fix,Premise maintenance with customer,TV box no power,50 to 60,2,0
9/13/16,Matt,Bridgers,Male,0,0-1 Years,TRUE,9/23/16,12:00 PM - 02:00 PM,1234494,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,0,0
9/15/16,Leland,Cato,Male,0,0-1 Years,TRUE,10/1/16,12:00 PM - 02:00 PM,1234495,Break Fix,Premise maintenance with customer,Router no power,20 to 30,1,1
9/16/16,Jimmie,Balding,Male,0,0-1 Years,FALSE,9/30/16,04:00 PM - 06:00 PM,1234494,Business SLA,Premise maintenance with customer,N/A,70 to 80,2,1
9/13/16,Elmer,Dibenedetto,Male,0,1-3 Years,FALSE,9/22/16,10:00 AM - 12:00 PM,1234478,New Install,Premise maintenance with customer,N/A,60 to 70,1,0
9/15/16,Micah,Pry,Male,2,Over 5 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234484,New Install,Premise maintenance with customer,N/A,50 to 60,4,0
9/15/16,Mavis,Calaway,Female,0,1-3 Years,FALSE,9/24/16,10:00 AM - 12:00 PM,1234484,Break Fix,Premise maintenance with customer,TV box no time,50 to 60,1,0
9/18/16,Jannie,Rebelo,Female,0,0-1 Years,FALSE,10/3/16,10:00 AM - 12:00 PM,1234483,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,0,0
9/12/16,Reginia,Moorefield,,0,1-3 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234480,Disconnect,Premise maintenance with customer,N/A,40 to 50,1,0
9/14/16,Tawanna,Pecinovsky,,0,0-1 Years,FALSE,9/27/16,02:00 PM - 04:00 PM,1234490,Break Fix,Premise maintenance with customer,Phone broken,60 to 70,2,1
9/15/16,Miquel,Varano,Male,0,3-5 Years,TRUE,9/28/16,12:00 PM - 02:00 PM,1234493,Break Fix,Premise maintenance with customer,TV box no led,70 to 80,0,0
9/12/16,Samual,Brion,Male,0,0-1 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234481,Break Fix,Premise maintenance with customer,Router no led,70 to 80,0,0
9/13/16,Marlene,Mullan,Female,1,0-1 Years,FALSE,9/25/16,04:00 PM - 06:00 PM,1234490,Disconnect,Premise maintenance with customer,N/A,60 to 70,4,1
9/12/16,Luvenia,Donegan,Female,1,1-3 Years,FALSE,9/21/16,12:00 PM - 02:00 PM,1234476,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/14/16,Marilu,Veale,Female,0,0-1 Years,FALSE,9/22/16,,1234497,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,1,0
9/12/16,Jere,Devoe,,0,0-1 Years,TRUE,9/30/16,02:00 PM - 04:00 PM,1234484,Break Fix,Premise maintenance with customer,Router no power,30 to 40,0,0
